,Unnamed: 0.1,Unnamed: 0,text,translated,tweetcreatedts,tweetid,week,cleaned_text_translated,cleaned_text,lemmas,adjs_verbs,nouns,entities,emojis,translated_lemmas,translated_adjs_verbs,translated_nouns,translated_entities,translated_emojis,lang,topics,Unnamed: 21,topics_robin
42306,42306,306,"Invasion de l'Ukraine : trois journalistes tués, plus de 30 blessés depuis l'invasion russe #Ukraine #GuerreEnUkraine https://t.co/pKNFUiBF7P","Invasion of Ukraine: three journalists killed, more than 30 injured since the Russian invasion #Ukraine #WarInUkraine https://t.co/pKNFUiBF7P",2022-03-15 13:03:55,1503718636720206080,2022-11,"invasion of ukraine: three journalists killed, more than 30 injured since the russian invasion  ukraine  warinukraine","invasion de l'ukraine trois journalistes tués, plus de 30 blessés depuis l'invasion russe  ukraine  guerreenukraine","['invasion', 'de', 'ukraine', 'journaliste', 'tuer', 'plus', 'de', 'blessé', 'depuis', 'invasion', 'russe', 'ukraine', 'guerreenukraine']","['tuer', 'russe']","['invasion', 'ukraine', 'journaliste', 'blessé', 'invasion', 'ukraine', 'guerreenukraine']","['ukraine/LOC', 'ukraine/LOC']",[''],"['invasion', 'of', 'ukraine', 'journalist', 'kill', 'more', 'than', 'injure', 'russian', 'invasion', 'ukraine', 'warinukraine']","['kill', 'more', 'injure', 'russian']","['invasion', 'ukraine', 'journalist', 'invasion', 'ukraine', 'warinukraine']","['three/CARDINAL', 'russian/NORP']",[''],fr,people_killed,,
42310,42310,310,"#Ukraine 🇺🇦: à la suite d'une explosion d'aujourd'hui à #Donetsk, 20 civils ont été tués, 28 autres personnes ont été blessées.

Un rassemblement contre l'occupation russe était prévue aujourd'hui dans le centre-ville. https://t.co/KRRdlhxRUU","#Ukraine 🇺🇦: as a result of today's explosion in #Donetsk, 20 civilians were killed, another 28 people were injured.

A rally against the Russian occupation was planned for today in the city center. https://t.co/KRRdlhxRUU",2022-03-14 14:17:38,1503374799988568064,2022-11,"ukraine 🇺🇦: as a result of today's explosion in  donetsk, 20 civilians were killed, another 28 people were injured. a rally against the russian occupation was planned for today in the city center.","ukraine 🇺🇦: à la suite d'une explosion d'aujourd'hui à  donetsk, 20 civils ont été tués, 28 autres personnes ont été blessées. un rassemblement contre l'occupation russe était prévue aujourd'hui dans le centre-ville.","['ukraine', 'à', 'suite', 'de', 'explosion', 'de', '""aujourdhui""', 'à', 'donetsk', 'civil', 'tuer', 'autre', 'personne', 'blesser', 'rassemblement', 'contre', 'occupation', 'russe', 'prévoir', '""aujourdhui""', 'dans', 'centre', '-', 'ville']","['donetsk', 'civil', 'tuer', 'autre', 'blesser', 'russe', 'prévoir']","['ukraine', 'suite', 'explosion', 'personne', 'rassemblement', 'occupation', 'centre', '-', 'ville']",['ukraine/LOC'],['🇺🇦'],"['ukraine', 'as', 'result', 'of', 'today', 'explosion', 'in', 'donetsk', 'civilian', 'kill', 'people', 'injure', 'rally', 'against', 'russian', 'occupation', 'plan', 'for', 'today', 'in', 'city', 'center']","['kill', 'injure', 'russian', 'plan']","['ukraine', 'result', 'today', 'explosion', 'donetsk', 'civilian', 'people', 'rally', 'occupation', 'today', 'city', 'center']","['today/DATE', '20/CARDINAL', '28/CARDINAL', 'russian/NORP', 'today/DATE']",['🇺🇦'],fr,people_killed,,
42349,42349,349,"#guerreRussieUkraine 
#PutinWarCriminal 
#Putin 
C'est trés clair ! et trés simple ! il suffit de le dire haut et fort voilà !
PUTIN EST UN CRIMINEL DE GUERRE ENVAHISSEUR AGRESSEUR !","#warRussiaUkraine
#PutinWarCriminal
#Putin
It's very clear ! and very simple! Just say it loud and clear!
PUTIN IS AN INVADING AGGRESSOR WAR CRIMINAL!",2022-03-18 13:53:05,1504818175644474880,2022-11,warrussiaukraine  putinwarcriminal  putin it's very clear ! and very simple! just say it loud and clear! putin is an invading aggressor war criminal!,guerrerussieukraine  putinwarcriminal  putin c'est trés clair ! et trés simple ! il suffit de le dire haut et fort voilà ! putin est un criminel de guerre envahisseur agresseur !,"['guerrerussieukraine', 'putinwarcriminal', 'putin', 'ce', 'trer', 'clair', 'trer', 'simple', 'il', 'suffire', 'de', 'le', 'dire', 'haut', 'fort', 'voilà', 'putin', 'criminel', 'de', 'guerre', 'envahisseur', 'agresseur']","['putinwarcriminal', 'trer', 'clair', 'trer', 'simple', 'suffire', 'haut', 'voilà', 'putin', 'envahisseur']","['guerrerussieukraine', 'putin', 'dire', 'criminel', 'guerre', 'agresseur']",['putin/PER'],[''],"['warrussiaukraine', 'putinwarcriminal', 'putin', 'it', 'very', 'clear', 'very', 'simple', 'just', 'say', 'it', 'loud', 'clear', 'putin', 'invade', 'aggressor', 'war', 'criminal']","['putinwarcriminal', 'clear', 'simple', 'say', 'loud', 'clear', 'invade']","['warrussiaukraine', 'putin', 'putin', 'aggressor', 'war', 'criminal']","['putin/PERSON', 'putin/PERSON']",[''],fr,unjustified_war,,
42369,42369,369,"Airbus et Boeing arrêtent les livraisons de pièces détachées pour les compagnies aériennes russes  // 
  #Europe #Kiev #Ukraine Poutine Russie #Asie #kyiv","Airbus and Boeing stop deliveries of spare parts to Russian airlines //
  #Europe #Kiev #Ukraine Putin Russia #Asia #kyiv",2022-03-17 23:18:10,1504597992225059072,2022-11,airbus and boeing stop deliveries of spare parts to russian airlines //  europe  kiev  ukraine putin russia  asia  kyiv,airbus et boeing arrêtent les livraisons de pièces détachées pour les compagnies aériennes russes //  europe  kiev  ukraine poutine russie  asie  kyiv,"['airbus', 'boeing', 'arrêter', 'livraison', 'de', 'pièce', 'détacher', 'pour', 'compagnie', 'aérien', 'russe', '//', 'europe', 'kiev', 'ukrain', 'poutin', 'russie', 'asie', 'kyiv']","['boeing', 'arrêter', 'détacher', 'aérien', '//', 'ukrain', 'poutin', 'russie']","['airbus', 'livraison', 'pièce', 'compagnie', 'russe', 'europe', 'kiev', 'asie', 'kyiv']","['airbus/ORG', 'boeing/ORG', 'europe/LOC', 'ukraine/LOC', 'poutine/PER']",[''],"['airbus', 'boeing', 'stop', 'delivery', 'of', 'spare', 'part', 'to', 'russian', 'airline', 'europe', 'kiev', 'ukraine', 'putin', 'russia', 'asia', 'kyiv']","['stop', 'spare', 'russian']","['airbus', 'boeing', 'delivery', 'part', 'airline', 'europe', 'kiev', 'ukraine', 'putin', 'russia', 'asia', 'kyiv']","['airbus/ORG', 'boeing/ORG', 'russian/NORP', 'europe/LOC', 'kiev/GPE', 'ukraine_putin/PERSON', 'russia/GPE', 'asia/LOC']",[''],fr,sanctions,,
42375,42375,375,"Une autre #artiste est partie dans les #étoiles.

Mort d'#OksanaShvets, célèbre #actrice en #Ukraine, tuée dans un bombardement à #Kiev.

https://t.co/xvzXwi0k4h","Another #artist has gone to the #stars.

Death of #OksanaShvets, famous #actress in #Ukraine, killed in a bombing in #Kiev.

https://t.co/xvzXwi0k4h",2022-03-19 23:05:26,1505319565814812928,2022-11,"another  artist has gone to the  stars. death of  oksanashvets, famous  actress in  ukraine, killed in a bombing in  kiev.","une autre  artiste est partie dans les  étoiles. mort d' oksanashvets, célèbre  actrice en  ukraine, tuée dans un bombardement à  kiev.","['autre', 'artiste', 'partir', 'dans', 'étoile', 'mort', 'd', '""""', 'oksanashvet', 'célèbre', 'acteur', 'en', 'ukraine', 'tuer', 'dans', 'bombardement', 'à', 'kiev']","['autre', 'artiste', 'partir', 'célèbre', 'acteur', 'tuer']","['étoile', 'mort', 'oksanashvet', 'ukraine', 'bombardement', 'kiev']",['ukraine/LOC'],[''],"['artist', 'go', 'to', 'star', 'death', 'of', 'oksanashvet', 'famous', 'actress', 'in', 'ukraine', 'kill', 'in', 'bombing', 'in', 'kiev']","['go', 'famous', 'ukraine', 'kill']","['artist', 'star', 'death', 'oksanashvet', 'actress', 'bombing', 'kiev']",[''],[''],fr,people_killed,,
42384,42384,384,"🔴 ""#Poutine est un criminel de guerre"" : ""C'est la première fois que Joe #Biden le dit [...] Ce terme a du poids, du sens, surtout aujourd'hui, surtout après le discours de V. #Zelensky"", rapporte @AxelMonnier, notre correspondant @TF1Info dans #RuthElkrief2022 | @ruthelkrief. https://t.co/suQo2Yr9I3","🔴 ""#Putin is a war criminal"": ""This is the first time that Joe #Biden has said it [...] This term has weight, meaning, especially today, especially after V's speech. #Zelensky"", reports @AxelMonnier, our correspondent @TF1Info in #RuthElkrief2022 | @ruthelkrief. https://t.co/suQo2Yr9I3",2022-03-16 20:19:37,1504190674052210944,2022-11,"🔴 "" putin is a war criminal"": ""this is the first time that joe  biden has said it this term has weight, meaning, especially today, especially after v's speech.  zelensky"", reports  our correspondent  in  ruthelkrief2022","🔴 "" poutine est un criminel de guerre"" ""c'est la première fois que joe  biden le dit ce terme a du poids, du sens, surtout aujourd'hui, surtout après le discours de v.  zelensky"", rapporte  notre correspondant  dans  ruthelkrief2022","['poutine', 'criminel', 'de', 'guerre', 'ce', 'premier', 'fois', 'joe', 'biden', 'dire', 'terme', 'de', 'poids', 'de', 'sens', 'surtout', '""aujourdhui""', 'surtout', 'après', 'discours', 'de', 'v.', 'zelensky', 'rapporte', 'correspondant', 'dans', 'ruthelkrief2022']","['premier', 'joe', 'biden', 'dire', 'ruthelkrief2022']","['poutine', 'criminel', 'guerre', 'fois', 'terme', 'poids', 'sens', 'discours', 'v.', 'zelensky', 'rapporte', 'correspondant']",['poutine/PER'],['🔴'],"['putin', 'war', 'criminal', 'this', 'first', 'time', 'that', 'joe', 'biden', 'say', 'it', 'term', 'have', 'weight', 'meaning', 'especially', 'today', 'especially', 'after', 'v', 'speech', 'zelensky', 'report', 'our', 'correspondent', 'in', 'ruthelkrief2022']","['first', 'say', 'have', 'report']","['putin', 'war', 'criminal', 'time', 'joe', 'biden', 'term', 'weight', 'meaning', 'today', 'v', 'speech', 'zelensky', 'correspondent', 'ruthelkrief2022']","['putin/PERSON', 'first/ORDINAL', 'joe/PERSON', 'today/DATE', 'zelensky/PERSON', 'ruthelkrief2022/ORG']",['🔴'],fr,unjustified_war,,
42458,42458,458,"#Pentagon a accusé l'armée #russe d'avoir commis des crimes de guerre en #Ukraine et a déclaré qu'il aidera à rassembler des preuves. https://t.co/3oZ6FoSG3v 
#UkraineUnderAttack #RussianWarCrimes  #RussianUkrainianWar #stoprussia #PutinsWar #putinhitler #russiakills","Pentagon accused the Russian military of committing war crimes in Ukraine and said it will help gather evidence. https://t.co/3oZ6FoSG3v
#UkraineUnderAttack #RussianWarCrimes #RussianUkrainianWar #stoprussia #PutinsWar #putinhitler #russiakills",2022-03-22 10:33:17,1506217444955853056,2022-12,pentagon accused the russian military of committing war crimes in ukraine and said it will help gather evidence.    ukraineunderattack  russianwarcrimes  russianukrainianwar  stoprussia  putinswar  putinhitler  russiakills,pentagon a accusé l'armée  russe d'avoir commis des crimes de guerre en  ukraine et a déclaré qu'il aidera à rassembler des preuves.    ukraineunderattack  russianwarcrimes  russianukrainianwar  stoprussia  putinswar  putinhitler  russiakills,"['pentagon', 'accuser', 'armée', 'russe', 'de', 'commettre', 'crime', 'de', 'guerre', 'en', 'ukraine', 'déclarer', 'il', 'aider', 'à', 'rassembler', 'preuve', 'ukraineunderattack', 'russianwarcrime', 'russianukrainianwar', 'stoprussia', 'putinswar', 'putinhitler', 'russiakill']","['accuser', 'commettre', 'déclarer', 'aider', 'rassembler', 'putinswar', 'putinhitler', 'russiakill']","['pentagon', 'armée', 'russe', 'crime', 'guerre', 'ukraine', 'preuve', 'ukraineunderattack', 'russianwarcrime', 'russianukrainianwar', 'stoprussia']","['pentagon/LOC', 'ukraine/LOC']",[''],"['pentagon', 'accuse', 'russian', 'military', 'of', 'commit', 'war', 'crime', 'in', 'ukraine', 'say', 'it', 'help', 'gather', 'evidence', 'ukraineunderattack', 'russianwarcrime', 'russianukrainianwar', 'stoprussia', 'putinswar', 'putinhitler', 'russiakill']","['accuse', 'russian', 'commit', 'say', 'help', 'gather', 'ukraineunderattack']","['pentagon', 'military', 'war', 'crime', 'ukraine', 'evidence', 'russianwarcrime', 'russianukrainianwar', 'stoprussia', 'putinswar', 'putinhitler', 'russiakill']","['pentagon/ORG', 'russian/NORP', 'ukraine/GPE', 'stoprussia/PERSON']",[''],fr,unjustified_war,,
42552,42552,552,La dernière photo d'un couple heureux Anton &amp; Hanna. Les russes leur ont tiré dessus alors qu'ils tentaient d'évacuer la banlieue de Kiev #Bucha. Anton a été tué.Leur bébé à naître n'a pas non plus survécu à l'attaque. En un instant une femme a tout perdu: sa maison et sa famille https://t.co/K5Tro0IODF,The latest photo of a happy couple Anton &amp; Hannah. The Russians shot at them as they tried to evacuate the kyiv suburb #Bucha. Anton was killed. Their unborn baby also did not survive the attack. In an instant a woman lost everything: her home and her family https://t.co/K5Tro0IODF,2022-04-02 17:12:27.000000,1510304164026401024,2022-13,the latest photo of a happy couple anton hannah. the russians shot at them as they tried to evacuate the kyiv suburb  bucha. anton was killed. their unborn baby also did not survive the attack. in an instant a woman lost everything: her home and her family,la dernière photo d'un couple heureux anton hanna. les russes leur ont tiré dessus alors qu'ils tentaient d'évacuer la banlieue de kiev  bucha. anton a été tué.leur bébé à naître n'a pas non plus survécu à l'attaque. en un instant une femme a tout perdu: sa maison et sa famille,"['dernier', 'photo', 'de', 'couple', 'heureux', 'anton', 'hanna', 'russe', 'son', 'tirer', 'dessu', 'alors', 'il', 'tenter', 'de', 'évacuer', 'banlieue', 'de', 'kiev', 'bucha', 'anton', 'tué.leur', 'bébé', 'à', 'naître', 'ne', 'pas', 'non', 'plus', 'survivre', 'à', 'attaque', 'en', 'instant', 'femme', 'perdu', 'maison', 'famille']","['dernier', 'heureux', 'hanna', 'tirer', 'dessu', 'tenter', 'évacuer', 'tué.leur', 'bébé', 'survivre']","['photo', 'couple', 'anton', 'russe', 'banlieue', 'kiev', 'bucha', 'anton', 'naître', 'attaque', 'instant', 'femme', 'perdu', 'maison', 'famille']","['anton_hanna/PER', 'kiev/LOC', 'anton/PER']",[''],"['late', 'photo', 'of', 'happy', 'couple', 'anton', 'hannah', 'russians', 'shoot', 'at', 'they', 'they', 'try', 'evacuate', 'kyiv', 'suburb', 'bucha', 'anton', 'kill', 'their', 'unborn', 'baby', 'also', 'survive', 'attack', 'in', 'instant', 'woman', 'lose', 'everything', 'her', 'home', 'her', 'family']","['late', 'happy', 'shoot', 'try', 'evacuate', 'kyiv', 'kill', 'unborn', 'survive', 'lose']","['photo', 'couple', 'anton', 'hannah', 'russians', 'suburb', 'bucha', 'anton', 'baby', 'attack', 'instant', 'woman', 'home', 'family']","['anton_hannah/PERSON', 'russians/NORP', 'anton/PERSON']",[''],fr,people_killed,,
42595,42595,595,"Carla Del Ponte: «Poutine est un criminel de guerre» #PutinWarCrimes
https://t.co/RtnPAYsKIL","Carla Del Ponte: “Putin is a war criminal” #PutinWarCrimes
https://t.co/RtnPAYsKIL",2022-04-03 15:52:06.000000,1510646332704399104,2022-13,"carla del ponte: ""putin is a war criminal""  putinwarcrimes",carla del ponte: «poutine est un criminel de guerre»  putinwarcrimes,"['carla', 'del', 'pont', '«', 'poutin', 'criminel', 'de', 'guerre', 'putinwarcrime']","['del', 'pont', 'poutin']","['carla', '«', 'criminel', 'guerre', 'putinwarcrime']",['poutine/PER'],[''],"['carla', 'del', 'ponte', 'putin', 'war', 'criminal', 'putinwarcrime']",['criminal'],"['carla', 'del', 'ponte', 'putin', 'war', 'putinwarcrime']",['putin/PERSON'],[''],fr,unjustified_war,,
42606,42606,606,"🇺🇦#Ukraine: Cette photo a été postée par la maman du petit Sacha. Après des semaines de recherches, le corps sans vie du petit garçon de 4 ans a été retrouvé. Il tentait de fuite l’arrivée des russes avec sa grand-mère, elle même retrouvée décédée le 11 mars. https://t.co/pwYckMVlgE","🇺🇦#Ukraine: This photo was posted by little Sacha's mother. After weeks of searching, the lifeless body of the 4-year-old boy was found. He was trying to escape the arrival of the Russians with his grandmother, who was found dead on March 11. https://t.co/pwYckMVlgE",2022-04-06 00:36:18.000000,1511503028330893056,2022-14,"🇺🇦 ukraine: this photo was posted by little sacha's mother. after weeks of searching, the lifeless body of the 4-year-old boy was found. he was trying to escape the arrival of the russians with his grandmother, who was found dead on march 11.","🇺🇦 ukraine: cette photo a été postée par la maman du petit sacha. après des semaines de recherches, le corps sans vie du petit garçon de 4 ans a été retrouvé. il tentait de fuite l'arrivée des russes avec sa grand-mère, elle même retrouvée décédée le 11 mars.","['ukrain', 'photo', 'poster', 'par', 'maman', 'de', 'petit', 'sacha', 'après', 'semaine', 'de', 'recherche', 'corps', 'sans', 'vie', 'de', 'petit', 'garçon', 'de', 'an', 'retrouver', 'il', 'tenter', 'de', 'fuite', 'arrivée', 'de', 'russe', 'avec', 'grand-mère', 'lui', 'même', 'retrouver', 'décéder', 'mars']","['ukrain', 'poster', 'petit', 'petit', 'retrouver', 'tenter', 'retrouver', 'décéder']","['photo', 'maman', 'sacha', 'semaine', 'recherche', 'corps', 'vie', 'garçon', 'an', 'fuite', 'arrivée', 'russe', 'grand-mère', 'mars']",['ukraine/LOC'],['🇺🇦'],"['ukraine', 'photo', 'post', 'by', 'little', 'sacha', 'mother', 'after', 'week', 'of', 'searching', 'lifeless', 'body', 'of', 'year', 'old', 'boy', 'find', 'he', 'try', 'escape', 'arrival', 'of', 'russians', 'with', 'his', 'grandmother', 'who', 'find', 'dead', 'on', 'march']","['post', 'little', 'lifeless', 'old', 'find', 'try', 'escape', 'find', 'dead']","['ukraine', 'photo', 'sacha', 'mother', 'week', 'searching', 'body', 'year', 'boy', 'arrival', 'russians', 'grandmother', 'march']","['🇺🇦/ORG', 'weeks/DATE', 'russians/NORP', 'march_11/DATE']",['🇺🇦'],fr,people_killed,,
42607,42607,607,Les sauveteurs disent que des corps humains appartient aux habitants locaux abattus pars des envahisseurs… Encore une crime de #guerre de l'armée russe… #Ukraine https://t.co/4QKT8ytdCr,Rescuers say human bodies belong to local residents killed by invaders... Another #war crime of the Russian army... #Ukraine https://t.co/4QKT8ytdCr,2022-04-09 11:22:57.000000,1512752924123930880,2022-14,rescuers say human bodies belong to local residents killed by invaders... another  war crime of the russian army...  ukraine,les sauveteurs disent que des corps humains appartient aux habitants locaux abattus pars des envahisseurs… encore une crime de  guerre de l'armée russe…  ukraine,"['sauveteur', 'dire', 'corps', 'humain', 'appartenir', 'à', 'habitant', 'local', 'abattu', 'par', 'de', 'envahisseur', '…', 'encore', 'crime', 'de', 'guerre', 'de', 'armée', 'russe', 'ukraine']","['humain', 'appartenir', 'par', '…', 'russe']","['sauveteur', 'corps', 'habitant', 'local', 'abattu', 'envahisseur', 'crime', 'guerre', 'armée', 'ukraine']",['ukraine/LOC'],[''],"['rescuer', 'say', 'human', 'body', 'belong', 'to', 'local', 'resident', 'kill', 'by', 'invader', 'war', 'crime', 'of', 'russian', 'army', 'ukraine']","['say', 'human', 'belong', 'local', 'kill', 'russian', 'ukraine']","['rescuer', 'body', 'resident', 'invader', 'war', 'crime', 'army']",['russian/NORP'],[''],fr,people_killed,,
42659,42659,659,Guerre en Ukraine : nouvelle volée de sanctions américaines contre la Russie et les filles de Vladimir Poutine #Ukraine #GuerreEnUkraine https://t.co/1pMwi1IVrl,War in Ukraine: new round of American sanctions against Russia and Vladimir Putin's daughters #Ukraine #WarInUkraine https://t.co/1pMwi1IVrl,2022-04-06 15:46:34.000000,1511732103880364032,2022-14,war in ukraine: new round of american sanctions against russia and vladimir putin's daughters  ukraine  warinukraine,guerre en ukraine nouvelle volée de sanctions américaines contre la russie et les filles de vladimir poutine  ukraine  guerreenukraine,"['guerre', 'en', 'ukraine', 'nouveau', 'voler', 'de', 'sanction', 'américain', 'contre', 'russie', 'fille', 'de', 'vladimir', 'poutine', 'ukraine', 'guerreenukraine']","['nouveau', 'voler', 'américain']","['guerre', 'ukraine', 'sanction', 'russie', 'fille', 'vladimir', 'poutine', 'ukraine', 'guerreenukraine']","['ukraine/LOC', 'russie/LOC', 'ukraine/LOC']",[''],"['war', 'in', 'ukraine', 'new', 'round', 'of', 'american', 'sanction', 'against', 'russia', 'vladimir', 'putin', 'daughter', 'ukraine', 'warinukraine']","['ukraine', 'new', 'american']","['war', 'round', 'sanction', 'russia', 'vladimir', 'putin', 'daughter', 'ukraine', 'warinukraine']","['american/NORP', 'russia/GPE']",[''],fr,sanctions,,
42670,42670,670,Donnons des armes offensives à l'#Ukraine pour faire face à l'offensive #Barbare de #Poutine @florence_parly @EmmanuelMacron @JY_LeDrian @BelieverEuro @CharlesMichel #invasionofUkraine,Let's give offensive weapons to #Ukraine to face #Putin's #Barbaric offensive @florence_parly @EmmanuelMacron @JY_LeDrian @BelieverEuro @CharlesMichel #invasionofUkraine,2022-04-05 03:36:07.000000,1511185892144262912,2022-14,let's give offensive weapons to  ukraine to face  putin's  barbaric offensive       invasionofukraine,donnons des armes offensives à l' ukraine pour faire face à l'offensive  barbare de  poutine       invasionofukraine,"['donnon', 'de', 'arme', 'offensif', 'à', 'ukraine', 'pour', 'faire', 'face', 'à', 'offensive', 'barbare', 'de', 'poutine', 'invasionofukraine']","['offensif', 'faire', 'barbare']","['donnon', 'arme', 'ukraine', 'face', 'offensive', 'poutine', 'invasionofukraine']","['ukraine/LOC', 'poutine_/PER']",[''],"['let', 'us', 'give', 'offensive', 'weapon', 'ukraine', 'face', 'putin', 'barbaric', 'offensive', 'invasionofukraine']","['let', 'give', 'offensive', 'ukraine', 'face', 'barbaric', 'offensive']","['weapon', 'putin', 'invasionofukraine']",['putin/PERSON'],[''],fr,arms_delivery,,
42676,42676,676,"via @franceinfo : ""Monsieur Poutine s'est trompé sur à peu près tout. Cette guerre est depuis le début une erreur d'interprétation.""

#UKRAINE Sur franceinfo, cet ancien général, aujourd'hui professeur de stratégie à Sciences Po et HEC, revient sur les… https://t.co/LUEEWmkrOF","via @franceinfo: ""Mr. Putin was wrong about almost everything. This war has been an error of interpretation from the start.""

#UKRAINE On franceinfo, this former general, now professor of strategy at Sciences Po and HEC, looks back on… https://t.co/LUEEWmkrOF",2022-04-09 10:25:04.000000,1512738356408558080,2022-14,"via  ""mr. putin was wrong about almost everything. this war has been an error of interpretation from the start.""  ukraine on franceinfo, this former general, now professor of strategy at sciences po and hec, looks back on…","via  ""monsieur poutine s'est trompé sur à peu près tout. cette guerre est depuis le début une erreur d'interprétation.""  ukraine sur franceinfo, cet ancien général, aujourd'hui professeur de stratégie à sciences po et hec, revient sur les…","['via', 'Monsieur', 'poutin', 'se', 'tromper', 'sur', 'à', 'peu', 'près', 'tout', 'guerre', 'depuis', 'début', 'erreur', 'de', 'interprétation', 'ukraine', 'sur', 'franceinfo', 'ancien', 'général', '""aujourdhui""', 'professeur', 'de', 'stratégie', 'à', 'science', 'po', 'hec', 'revenir', 'sur', '…']","['poutin', 'tromper', 'ancien', 'revenir']","['Monsieur', 'guerre', 'début', 'erreur', 'interprétation', 'ukraine', 'franceinfo', 'général', 'professeur', 'stratégie', 'science', 'po', 'hec', '…']","['poutine/PER', 'ukraine/LOC']",[''],"['via', 'mr', '.', 'putin', 'wrong', 'about', 'almost', 'everything', 'war', 'error', 'of', 'interpretation', 'from', 'start', 'ukraine', 'on', 'franceinfo', 'former', 'general', 'now', 'professor', 'of', 'strategy', 'at', 'sciences', 'po', 'hec', 'look', 'back', 'on']","['wrong', 'former', 'look']","['mr', '.', 'putin', 'war', 'error', 'interpretation', 'start', 'ukraine', 'franceinfo', 'general', 'professor', 'strategy', 'sciences', 'po', 'hec']",['putin/PERSON'],[''],fr,unjustified_war,,
42744,42744,744,🔴 6 personnes tuées par balles retrouvées dans un sous-sol dans la banlieue de Kiev. #RussianUkrainianWar #Ukraine #UkraineUnderAttack,🔴 6 people shot dead found in a basement in the suburbs of kyiv. #RussianUkrainianWar #Ukraine #UkraineUnderAttack,2022-04-12 11:19:17.000000,1513839164994772992,2022-15,🔴 6 people shot dead found in a basement in the suburbs of kyiv.  russianukrainianwar  ukraine  ukraineunderattack,🔴 6 personnes tuées par balles retrouvées dans un sous-sol dans la banlieue de kiev.  russianukrainianwar  ukraine  ukraineunderattack,"['personne', 'tuer', 'par', 'balle', 'retrouver', 'dans', 'sous-sol', 'dans', 'banlieue', 'de', 'kiev', 'russianukrainianwar', 'ukraine', 'ukraineunderattack']","['tuer', 'retrouver']","['personne', 'balle', 'sous-sol', 'banlieue', 'kiev', 'russianukrainianwar', 'ukraine', 'ukraineunderattack']","['kiev/LOC', 'ukraine/LOC']",['🔴'],"['people', 'shoot', 'dead', 'find', 'in', 'basement', 'in', 'suburb', 'of', 'kyiv', 'russianukrainianwar', 'ukraine', 'ukraineunderattack']","['shoot', 'dead', 'find']","['people', 'basement', 'suburb', 'kyiv', 'russianukrainianwar', 'ukraine', 'ukraineunderattack']",['6/CARDINAL'],['🔴'],fr,people_killed,,
42811,42811,811,La #Russie criminelle et corrompue de #Poutine torture les prisonniers de guerre !!!! #Ukraine https://t.co/N4DsjpeMH2,#Putin's criminal and corrupt #Russia tortures prisoners of war!!!! #Ukraine https://t.co/N4DsjpeMH2,2022-04-20 13:52:35.000000,1516776848759401984,2022-16,putin's criminal and corrupt  russia tortures prisoners of war!!!!  ukraine,la  russie criminelle et corrompue de  poutine torture les prisonniers de guerre !!!!  ukraine,"['russie', 'criminel', 'corrompre', 'de', 'poutine', 'torturer', 'prisonnier', 'de', 'guerre', 'ukraine']","['criminel', 'corrompre', 'torturer']","['russie', 'poutine', 'prisonnier', 'guerre', 'ukraine']","['russie/LOC', 'poutine/PER', 'ukraine/LOC']",[''],"['putin', 'criminal', 'corrupt', 'russia', 'torture', 'prisoner', 'of', 'war', 'ukraine']","['criminal', 'corrupt', 'torture', 'ukraine']","['putin', 'russia', 'prisoner', 'war']","['putin/PERSON', 'russia/GPE']",[''],fr,unjustified_war,,
