,uk,es,it,de,en,fr,ru
farnesina,0.0,0.0,470.0,0.0,0.0,0.0,0.0
strict,0.0,0.0,468.0,0.0,0.0,0.0,0.0
he shouted,0.0,0.0,467.0,0.0,0.0,0.0,0.0
tg2000,0.0,0.0,467.0,0.0,0.0,0.0,0.0
tech,0.0,0.0,463.0,0.0,65304.0,1329.0,0.0
filoputin,0.0,0.0,463.0,0.0,0.0,0.0,0.0
negotiator,0.0,0.0,463.0,0.0,2847.0,312.0,24.0
mariodragon,0.0,0.0,463.0,0.0,0.0,0.0,0.0
gaddafo,0.0,0.0,459.0,0.0,0.0,0.0,0.0
precedence,0.0,0.0,457.0,0.0,0.0,0.0,0.0
giannino,0.0,0.0,457.0,0.0,0.0,0.0,0.0
spite,0.0,0.0,455.0,0.0,1829.0,344.0,0.0
this evening,0.0,0.0,455.0,0.0,0.0,0.0,0.0
encirclement,0.0,0.0,453.0,412.0,2809.0,516.0,0.0
craft,0.0,0.0,453.0,0.0,2856.0,0.0,0.0
deputy minister,0.0,0.0,452.0,0.0,0.0,0.0,108.0
i err,0.0,0.0,450.0,0.0,0.0,0.0,0.0
rosachemical,0.0,0.0,449.0,0.0,0.0,0.0,0.0
grappling hook,0.0,0.0,446.0,0.0,0.0,0.0,0.0
graveyard,0.0,0.0,445.0,0.0,1397.0,547.0,0.0
lorenzo,0.0,0.0,445.0,0.0,0.0,0.0,0.0
aiea,0.0,0.0,445.0,0.0,0.0,0.0,0.0
prof.,0.0,0.0,444.0,0.0,0.0,0.0,0.0
center-right chaos,0.0,0.0,444.0,0.0,0.0,0.0,0.0
satteo,0.0,0.0,444.0,0.0,0.0,0.0,0.0
de,0.0,0.0,443.0,4055.0,14380.0,0.0,36.0
anti-aircraft,0.0,0.0,653.0,0.0,0.0,172.0,0.0
coffeebreakla7,0.0,0.0,439.0,0.0,0.0,0.0,0.0
fable,0.0,0.0,437.0,0.0,0.0,136.0,0.0
nazi-fascism,0.0,0.0,436.0,0.0,0.0,0.0,0.0
ong,0.0,0.0,434.0,0.0,0.0,0.0,0.0
brand name,0.0,0.0,433.0,0.0,0.0,0.0,0.0
9 may,0.0,0.0,433.0,0.0,0.0,0.0,0.0
guerine,0.0,0.0,432.0,0.0,0.0,0.0,0.0
verona,0.0,0.0,432.0,0.0,0.0,0.0,0.0
tg5,0.0,0.0,429.0,0.0,0.0,0.0,0.0
contradictory,0.0,0.0,428.0,0.0,0.0,0.0,0.0
kurdistan,0.0,0.0,427.0,554.0,2381.0,140.0,23.0
the print,0.0,0.0,426.0,0.0,0.0,0.0,0.0
a clean sweep,0.0,0.0,426.0,0.0,0.0,0.0,0.0
zaporizhzhiare,0.0,0.0,425.0,0.0,0.0,0.0,0.0
hypocritical,0.0,0.0,549.0,0.0,0.0,1158.0,0.0
sevastopole,0.0,0.0,424.0,0.0,0.0,0.0,0.0
3 may,0.0,0.0,419.0,0.0,0.0,0.0,0.0
indignity,0.0,0.0,414.0,0.0,0.0,134.0,0.0
ferragni,0.0,0.0,414.0,0.0,0.0,0.0,0.0
boomers,0.0,0.0,412.0,91.0,0.0,0.0,0.0
michel,0.0,0.0,409.0,745.0,1654.0,1176.0,0.0
etc.,0.0,0.0,796.0,253.0,0.0,0.0,265.0
saddam,0.0,0.0,408.0,208.0,2097.0,170.0,0.0
near,0.0,0.0,407.0,179.0,0.0,0.0,0.0
leyen,0.0,0.0,767.0,1356.0,3754.0,166.0,136.0
bad guy,0.0,0.0,404.0,0.0,0.0,0.0,0.0
zonabianca,0.0,0.0,401.0,0.0,0.0,0.0,0.0
tg3,0.0,0.0,399.0,0.0,0.0,0.0,0.0
dealflower,0.0,0.0,396.0,0.0,0.0,0.0,0.0
black sea,0.0,0.0,395.0,0.0,0.0,0.0,0.0
russiancriminalwar,0.0,0.0,395.0,0.0,0.0,0.0,0.0
conspiracy theorist,0.0,0.0,541.0,0.0,0.0,599.0,0.0
filthy,0.0,0.0,499.0,0.0,0.0,155.0,0.0
reply,0.0,0.0,393.0,0.0,5199.0,0.0,34.0
anpi,0.0,0.0,610.0,0.0,0.0,0.0,0.0
aeronautics,0.0,0.0,392.0,0.0,0.0,0.0,0.0
latvian,0.0,0.0,389.0,0.0,0.0,57.0,0.0
wise,0.0,0.0,483.0,0.0,0.0,288.0,0.0
pro-european,0.0,0.0,388.0,0.0,0.0,0.0,0.0
friedman,0.0,0.0,387.0,100.0,0.0,0.0,42.0
stalingrad,0.0,0.0,386.0,677.0,2077.0,0.0,66.0
berlinguer,0.0,0.0,595.0,0.0,0.0,0.0,0.0
energytransition,0.0,0.0,385.0,0.0,1598.0,0.0,0.0
lucius,0.0,0.0,383.0,0.0,0.0,0.0,0.0
i earn,0.0,0.0,383.0,0.0,0.0,0.0,0.0
vax,0.0,0.0,382.0,0.0,1418.0,0.0,0.0
casapound,0.0,0.0,380.0,0.0,0.0,0.0,0.0
important,0.0,0.0,380.0,103.0,0.0,244.0,0.0
rearm,0.0,0.0,380.0,0.0,0.0,0.0,0.0
assholes,0.0,0.0,379.0,292.0,0.0,0.0,39.0
that is,0.0,0.0,378.0,0.0,0.0,0.0,61.0
rizzo,0.0,0.0,378.0,0.0,0.0,0.0,0.0
mara,0.0,0.0,377.0,0.0,0.0,0.0,0.0
midterms,0.0,0.0,454.0,320.0,0.0,0.0,0.0
wide,0.0,0.0,375.0,0.0,0.0,713.0,0.0
ursulavonderleyen,0.0,0.0,374.0,264.0,2319.0,2679.0,0.0
police officer,0.0,0.0,374.0,583.0,0.0,699.0,459.0
pm,0.0,0.0,374.0,309.0,78703.0,71.0,149.0
rai3,0.0,0.0,374.0,0.0,0.0,0.0,0.0
good morningeverything,0.0,0.0,373.0,0.0,0.0,0.0,0.0
grillino,0.0,0.0,373.0,0.0,0.0,0.0,0.0
trukha,0.0,0.0,370.0,0.0,0.0,0.0,0.0
regasifier,0.0,0.0,369.0,0.0,0.0,0.0,0.0
severity,0.0,0.0,368.0,0.0,734.0,0.0,0.0
useful,0.0,0.0,368.0,0.0,0.0,0.0,0.0
expiration,0.0,0.0,367.0,0.0,0.0,0.0,0.0
stink,0.0,0.0,367.0,0.0,0.0,0.0,0.0
court hearing,0.0,0.0,365.0,0.0,0.0,0.0,0.0
mcdonald,0.0,0.0,363.0,0.0,8829.0,65.0,0.0
gen,0.0,0.0,363.0,0.0,10201.0,0.0,0.0
white paper,0.0,0.0,363.0,0.0,0.0,0.0,0.0
fratoianne,0.0,0.0,360.0,0.0,0.0,0.0,0.0
shrewd,0.0,0.0,360.0,0.0,0.0,0.0,0.0
daryadugina,0.0,0.0,359.0,0.0,815.0,102.0,0.0
i hope,0.0,0.0,469.0,0.0,0.0,0.0,0.0
bookshelf,0.0,0.0,358.0,0.0,0.0,0.0,0.0
the russians are our brother,0.0,0.0,356.0,0.0,0.0,0.0,0.0
eurocommunication,0.0,0.0,356.0,0.0,0.0,0.0,0.0
indiscretion,0.0,0.0,355.0,0.0,0.0,0.0,0.0
already,0.0,0.0,354.0,0.0,0.0,0.0,733.0
reinforcement,0.0,0.0,640.0,472.0,3706.0,1487.0,79.0
i live,0.0,0.0,353.0,0.0,0.0,0.0,0.0
evenings there,0.0,0.0,353.0,0.0,0.0,0.0,0.0
i sing,0.0,0.0,351.0,0.0,0.0,0.0,0.0
landino,0.0,0.0,348.0,0.0,0.0,0.0,0.0
condolences,0.0,0.0,348.0,0.0,0.0,416.0,98.0
assa,0.0,0.0,346.0,0.0,0.0,0.0,0.0
opposite to,0.0,0.0,343.0,0.0,0.0,0.0,0.0
palermo,0.0,0.0,342.0,0.0,0.0,0.0,0.0
destroys,0.0,0.0,342.0,0.0,0.0,0.0,0.0
razed,0.0,0.0,341.0,0.0,0.0,0.0,0.0
oxa,0.0,0.0,341.0,0.0,0.0,0.0,0.0
billionaire,0.0,0.0,340.0,398.0,9568.0,648.0,153.0
melonspremier,0.0,0.0,340.0,0.0,0.0,0.0,0.0
ukrainians are our brothers,0.0,0.0,405.0,0.0,0.0,0.0,0.0
fellas,0.0,0.0,339.0,147.0,5398.0,0.0,0.0
drug addict,0.0,0.0,338.0,0.0,0.0,0.0,211.0
mux,0.0,0.0,338.0,0.0,0.0,0.0,0.0
poreč,0.0,0.0,338.0,0.0,0.0,0.0,0.0
iacobone,0.0,0.0,335.0,0.0,0.0,0.0,0.0
detained,0.0,0.0,335.0,0.0,0.0,169.0,0.0
poor guy,0.0,0.0,588.0,0.0,0.0,0.0,0.0
bulwark,0.0,0.0,333.0,109.0,0.0,0.0,0.0
schlein,0.0,0.0,445.0,0.0,0.0,0.0,0.0
chemicals,0.0,0.0,332.0,0.0,0.0,0.0,0.0
smartphones,0.0,0.0,331.0,0.0,0.0,0.0,0.0
el,0.0,0.0,331.0,117.0,4166.0,135.0,37.0
gramellino,0.0,0.0,330.0,0.0,0.0,0.0,0.0
maurice,0.0,0.0,329.0,0.0,0.0,0.0,0.0
omicron,0.0,0.0,327.0,458.0,3266.0,55.0,0.0
warrusiaucrania,0.0,0.0,326.0,0.0,0.0,0.0,0.0
backstory,0.0,0.0,326.0,0.0,0.0,0.0,0.0
z)elensky,0.0,0.0,323.0,0.0,0.0,0.0,0.0
defect,0.0,0.0,323.0,0.0,0.0,0.0,0.0
sardinia,0.0,0.0,595.0,0.0,0.0,0.0,0.0
chigi,0.0,0.0,519.0,0.0,0.0,0.0,0.0
cairo,0.0,0.0,320.0,0.0,853.0,55.0,20.0
operated,0.0,0.0,319.0,0.0,0.0,0.0,0.0
proscription,0.0,0.0,319.0,0.0,0.0,0.0,0.0
rossi,0.0,0.0,318.0,0.0,0.0,0.0,0.0
skytg24,0.0,0.0,316.0,0.0,0.0,0.0,0.0
shits4,0.0,0.0,316.0,0.0,0.0,0.0,0.0
press releases,0.0,0.0,314.0,0.0,0.0,0.0,0.0
sorrento,0.0,0.0,313.0,0.0,0.0,0.0,0.0
️la,0.0,0.0,312.0,0.0,0.0,351.0,0.0
you knew it,0.0,0.0,312.0,0.0,0.0,0.0,0.0
tonight italian,0.0,0.0,312.0,0.0,0.0,0.0,0.0
limes,0.0,0.0,312.0,0.0,0.0,0.0,0.0
radioank,0.0,0.0,311.0,0.0,0.0,0.0,0.0
network4,0.0,0.0,511.0,0.0,0.0,0.0,0.0
tifa,0.0,0.0,311.0,0.0,0.0,0.0,0.0
savoino,0.0,0.0,310.0,0.0,0.0,0.0,0.0
erdoganre,0.0,0.0,309.0,0.0,0.0,0.0,0.0
️il,0.0,0.0,308.0,0.0,0.0,0.0,0.0
cdx,0.0,0.0,308.0,0.0,0.0,0.0,0.0
plunder,0.0,0.0,306.0,0.0,739.0,735.0,0.0
blanco,0.0,0.0,306.0,0.0,0.0,0.0,0.0
stopover,0.0,0.0,388.0,0.0,0.0,54.0,0.0
ceasefire,0.0,0.0,305.0,565.0,18032.0,1696.0,0.0
culling,0.0,0.0,305.0,0.0,0.0,0.0,0.0
i try,0.0,0.0,303.0,0.0,0.0,0.0,0.0
capuozzo,0.0,0.0,303.0,0.0,0.0,0.0,0.0
freepalestine,0.0,0.0,303.0,0.0,4672.0,564.0,0.0
lbdv,0.0,0.0,302.0,0.0,0.0,0.0,0.0
severgnino,0.0,0.0,302.0,0.0,0.0,0.0,0.0
sallusto,0.0,0.0,302.0,0.0,0.0,0.0,0.0
protected,0.0,0.0,301.0,0.0,0.0,327.0,0.0
lucidity,0.0,0.0,301.0,0.0,0.0,294.0,0.0
influencers,0.0,0.0,301.0,0.0,0.0,0.0,0.0
i challenge,0.0,0.0,301.0,0.0,0.0,0.0,0.0
damian,0.0,0.0,300.0,0.0,0.0,0.0,0.0
freeukrainian,0.0,0.0,361.0,0.0,0.0,0.0,0.0
cannes,0.0,0.0,298.0,0.0,0.0,0.0,0.0
sovereignism,0.0,0.0,298.0,0.0,0.0,58.0,0.0
denied,0.0,0.0,297.0,0.0,0.0,142.0,0.0
life sentence,0.0,0.0,297.0,0.0,0.0,0.0,0.0
cheerful,0.0,0.0,296.0,0.0,0.0,0.0,0.0
sgarbi,0.0,0.0,296.0,0.0,0.0,0.0,0.0
new york,0.0,0.0,502.0,0.0,0.0,631.0,0.0
post-war,0.0,0.0,296.0,0.0,0.0,0.0,0.0
nordio,0.0,0.0,296.0,0.0,0.0,0.0,0.0
mystification,0.0,0.0,295.0,0.0,0.0,0.0,0.0
equidistance,0.0,0.0,295.0,0.0,0.0,0.0,0.0
fdi,0.0,0.0,295.0,0.0,0.0,0.0,0.0
hunterbiden,0.0,0.0,421.0,0.0,15078.0,823.0,0.0
deputy prime minister,0.0,0.0,294.0,0.0,0.0,0.0,0.0
toasts,0.0,0.0,491.0,0.0,0.0,0.0,0.0
new year's,0.0,0.0,294.0,0.0,0.0,0.0,0.0
francesca,0.0,0.0,374.0,0.0,0.0,0.0,0.0
comic book,0.0,0.0,293.0,0.0,0.0,0.0,0.0
zelenskiy,0.0,0.0,373.0,329.0,15181.0,0.0,0.0
i explain,0.0,0.0,292.0,0.0,0.0,0.0,0.0
europedirectitalia,0.0,0.0,292.0,0.0,0.0,0.0,0.0
claudius,0.0,0.0,292.0,0.0,0.0,0.0,0.0
przemysl,0.0,0.0,292.0,0.0,0.0,65.0,0.0
drunkard,0.0,0.0,291.0,0.0,0.0,0.0,0.0
25 september,0.0,0.0,291.0,0.0,0.0,0.0,0.0
honorable,0.0,0.0,290.0,0.0,0.0,0.0,0.0
hubs,0.0,0.0,290.0,0.0,0.0,0.0,0.0
•••,0.0,0.0,290.0,0.0,0.0,0.0,0.0
judiciary,0.0,0.0,290.0,0.0,1387.0,0.0,0.0
partnerships,0.0,0.0,289.0,0.0,0.0,0.0,0.0
ukrainian army,0.0,0.0,348.0,0.0,0.0,85.0,0.0
kant,0.0,0.0,288.0,156.0,0.0,0.0,0.0
fiancé,0.0,0.0,288.0,0.0,0.0,0.0,0.0
felt,0.0,0.0,288.0,0.0,0.0,0.0,0.0
deceit,0.0,0.0,288.0,0.0,1040.0,54.0,0.0
tight,0.0,0.0,287.0,0.0,0.0,137.0,0.0
good boy,0.0,0.0,287.0,0.0,0.0,0.0,0.0
mengonisanremo2023,0.0,0.0,286.0,0.0,0.0,0.0,0.0
dear bill,0.0,0.0,285.0,0.0,0.0,0.0,0.0
fiorelloe,0.0,0.0,284.0,0.0,0.0,0.0,0.0
polo shirt,0.0,0.0,283.0,0.0,0.0,0.0,0.0
jackals,0.0,0.0,282.0,0.0,0.0,0.0,0.0
rangelone,0.0,0.0,282.0,0.0,0.0,0.0,0.0
flags,0.0,0.0,420.0,0.0,0.0,0.0,0.0
mina,0.0,0.0,282.0,0.0,0.0,0.0,0.0
plug,0.0,0.0,281.0,0.0,1634.0,0.0,0.0
postal code,0.0,0.0,281.0,0.0,0.0,0.0,0.0
cojone,0.0,0.0,280.0,0.0,0.0,0.0,0.0
recall,0.0,0.0,279.0,0.0,1196.0,0.0,0.0
archer,0.0,0.0,279.0,0.0,879.0,0.0,0.0
pkk,0.0,0.0,278.0,639.0,1216.0,50.0,0.0
contemporaryromance,0.0,0.0,277.0,0.0,0.0,0.0,0.0
prayforukraina,0.0,0.0,277.0,0.0,0.0,0.0,0.0
mil,0.0,0.0,276.0,276.0,4023.0,0.0,0.0
tv news,0.0,0.0,276.0,0.0,0.0,0.0,0.0
vicenza,0.0,0.0,275.0,0.0,0.0,0.0,0.0
cino,0.0,0.0,275.0,0.0,0.0,0.0,0.0
cgil,0.0,0.0,274.0,0.0,0.0,0.0,0.0
bologna,0.0,0.0,515.0,0.0,0.0,0.0,0.0
bah,0.0,0.0,273.0,0.0,0.0,0.0,0.0
issuer,0.0,0.0,272.0,0.0,0.0,0.0,0.0
i swear,0.0,0.0,271.0,0.0,0.0,0.0,0.0
salviniportasfiga,0.0,0.0,271.0,0.0,0.0,0.0,0.0
4 may,0.0,0.0,271.0,0.0,0.0,0.0,0.0
anti-diplomatic,0.0,0.0,271.0,0.0,0.0,0.0,0.0
lookalike,0.0,0.0,270.0,0.0,0.0,0.0,0.0
ellyschlein,0.0,0.0,270.0,0.0,0.0,0.0,0.0
risikoo,0.0,0.0,268.0,0.0,0.0,0.0,0.0
lawful,0.0,0.0,268.0,0.0,0.0,0.0,0.0
flop,0.0,0.0,268.0,0.0,920.0,113.0,0.0
piddino,0.0,0.0,268.0,0.0,0.0,0.0,0.0
do it to me,0.0,0.0,268.0,0.0,0.0,0.0,0.0
monza,0.0,0.0,268.0,0.0,0.0,0.0,0.0
healthy,0.0,0.0,421.0,0.0,0.0,57.0,0.0
beijingexpress,0.0,0.0,268.0,0.0,0.0,0.0,0.0
freemason,0.0,0.0,267.0,0.0,9033.0,0.0,0.0
to say,0.0,0.0,267.0,0.0,0.0,0.0,0.0
odor,0.0,0.0,266.0,0.0,0.0,0.0,0.0
dybala,0.0,0.0,265.0,0.0,0.0,0.0,0.0
fusaro,0.0,0.0,265.0,0.0,0.0,0.0,0.0
medicinal,0.0,0.0,265.0,0.0,0.0,0.0,0.0
mauro,0.0,0.0,265.0,0.0,0.0,0.0,0.0
marinaovsyannikova,0.0,0.0,265.0,259.0,1219.0,313.0,0.0
caritas,0.0,0.0,263.0,321.0,0.0,0.0,0.0
mountaineer,0.0,0.0,263.0,0.0,0.0,0.0,0.0
minorca,0.0,0.0,263.0,0.0,0.0,0.0,0.0
estonian,0.0,0.0,261.0,0.0,792.0,0.0,20.0
i sacrifice,0.0,0.0,261.0,0.0,0.0,0.0,0.0
governmentofthebest,0.0,0.0,261.0,0.0,0.0,0.0,0.0
severedonestk,0.0,0.0,261.0,0.0,0.0,0.0,0.0
trenches,0.0,0.0,260.0,217.0,0.0,0.0,0.0
ke,0.0,0.0,260.0,0.0,979.0,123.0,32.0
giorgiobianco,0.0,0.0,260.0,0.0,0.0,0.0,0.0
secrets,0.0,0.0,260.0,0.0,0.0,0.0,0.0
oil tanker,0.0,0.0,259.0,0.0,0.0,222.0,0.0
bidet,0.0,0.0,336.0,0.0,0.0,0.0,0.0
cit,0.0,0.0,258.0,0.0,0.0,0.0,0.0
address book,0.0,0.0,258.0,0.0,0.0,0.0,0.0
milaninter,0.0,0.0,258.0,0.0,0.0,0.0,0.0
equipped,0.0,0.0,256.0,0.0,0.0,66.0,0.0
towards,0.0,0.0,256.0,0.0,0.0,570.0,0.0
mallorca,0.0,0.0,255.0,140.0,0.0,0.0,0.0
mannocco,0.0,0.0,254.0,0.0,0.0,0.0,0.0
spoilers,0.0,0.0,254.0,0.0,0.0,0.0,0.0
fabio,0.0,0.0,253.0,0.0,0.0,0.0,0.0
externalization,0.0,0.0,253.0,0.0,0.0,0.0,0.0
luiss,0.0,0.0,253.0,0.0,0.0,0.0,0.0
moved,0.0,0.0,252.0,0.0,0.0,553.0,0.0
courtyard,0.0,0.0,252.0,0.0,762.0,0.0,21.0
bighead,0.0,0.0,252.0,0.0,0.0,0.0,0.0
je,0.0,0.0,252.0,0.0,0.0,0.0,0.0
mystifier,0.0,0.0,251.0,0.0,0.0,0.0,0.0
appears,0.0,0.0,251.0,0.0,0.0,0.0,0.0
spade,0.0,0.0,251.0,0.0,1218.0,0.0,0.0
followers,0.0,0.0,459.0,510.0,0.0,0.0,0.0
unitedstates,0.0,0.0,251.0,0.0,2745.0,0.0,0.0
cutro,0.0,0.0,251.0,0.0,0.0,0.0,0.0
preview,0.0,0.0,250.0,0.0,2499.0,111.0,0.0
clowns,0.0,0.0,332.0,188.0,0.0,0.0,0.0
woods,0.0,0.0,473.0,0.0,0.0,0.0,0.0
slice,0.0,0.0,250.0,0.0,917.0,123.0,0.0
fidelity,0.0,0.0,250.0,0.0,0.0,0.0,0.0
blitz,0.0,0.0,250.0,0.0,1365.0,0.0,0.0
lazio,0.0,0.0,474.0,0.0,0.0,0.0,0.0
banality,0.0,0.0,249.0,0.0,0.0,50.0,0.0
wash,0.0,0.0,249.0,0.0,1171.0,89.0,0.0
solovyev,0.0,0.0,249.0,0.0,0.0,0.0,0.0
verify,0.0,0.0,248.0,0.0,0.0,0.0,0.0
parot,0.0,0.0,248.0,0.0,0.0,0.0,0.0
come back in,0.0,0.0,248.0,0.0,0.0,0.0,0.0
i know,0.0,0.0,315.0,0.0,0.0,0.0,0.0
glimmer,0.0,0.0,311.0,0.0,0.0,0.0,0.0
rotten,0.0,0.0,246.0,0.0,0.0,394.0,0.0
michela,0.0,0.0,246.0,0.0,0.0,0.0,0.0
colossus,0.0,0.0,246.0,0.0,0.0,0.0,0.0
fantasanremo2023,0.0,0.0,246.0,0.0,0.0,0.0,0.0
quirico,0.0,0.0,245.0,0.0,0.0,0.0,0.0
gov,0.0,0.0,245.0,0.0,13552.0,0.0,0.0
debater,0.0,0.0,245.0,196.0,0.0,0.0,0.0
bergamo,0.0,0.0,245.0,0.0,0.0,0.0,0.0
emergency state,0.0,0.0,245.0,0.0,0.0,0.0,0.0
subjection,0.0,0.0,244.0,0.0,0.0,0.0,0.0
ugly,0.0,0.0,243.0,0.0,0.0,83.0,0.0
zelenskywarhero,0.0,0.0,243.0,0.0,0.0,0.0,0.0
threaten,0.0,0.0,241.0,0.0,0.0,0.0,0.0
newborn,0.0,0.0,241.0,0.0,810.0,0.0,0.0
traffic warden,0.0,0.0,241.0,0.0,0.0,0.0,0.0
after you,0.0,0.0,241.0,0.0,0.0,0.0,0.0
indirect life,0.0,0.0,241.0,0.0,0.0,0.0,0.0
morning5,0.0,0.0,240.0,0.0,0.0,0.0,0.0
afloat,0.0,0.0,240.0,0.0,0.0,0.0,0.0
small table,0.0,0.0,240.0,0.0,0.0,0.0,0.0
russnyà,0.0,0.0,240.0,0.0,0.0,0.0,0.0
nitrogen,0.0,0.0,240.0,0.0,0.0,0.0,53.0
worksite,0.0,0.0,239.0,0.0,0.0,0.0,0.0
cutthroat,0.0,0.0,239.0,0.0,0.0,0.0,0.0
ch,0.0,0.0,239.0,379.0,891.0,179.0,0.0
cc,0.0,0.0,239.0,260.0,2876.0,775.0,0.0
first page,0.0,0.0,238.0,0.0,0.0,0.0,0.0
exalted,0.0,0.0,238.0,0.0,0.0,0.0,0.0
tgla7,0.0,0.0,238.0,0.0,0.0,0.0,0.0
draghistan,0.0,0.0,238.0,0.0,0.0,0.0,0.0
gassman,0.0,0.0,294.0,0.0,0.0,0.0,0.0
stroll,0.0,0.0,237.0,304.0,0.0,0.0,0.0
ferocity,0.0,0.0,236.0,0.0,0.0,0.0,0.0
bearer,0.0,0.0,236.0,0.0,0.0,0.0,0.0
dario,0.0,0.0,236.0,0.0,0.0,0.0,0.0
adinolfi,0.0,0.0,236.0,0.0,0.0,0.0,0.0
curly,0.0,0.0,236.0,0.0,0.0,0.0,0.0
samp,0.0,0.0,236.0,0.0,0.0,55.0,0.0
customs duty,0.0,0.0,235.0,0.0,0.0,0.0,0.0
pdnetwork,0.0,0.0,235.0,0.0,0.0,0.0,0.0
organic,0.0,0.0,234.0,177.0,0.0,90.0,0.0
moderate,0.0,0.0,234.0,0.0,0.0,0.0,0.0
loves,0.0,0.0,234.0,0.0,0.0,0.0,0.0
sharing,0.0,0.0,233.0,0.0,2852.0,684.0,0.0
stopwar,0.0,0.0,233.0,249.0,10213.0,1862.0,234.0
panty,0.0,0.0,232.0,0.0,0.0,0.0,0.0
salerno,0.0,0.0,232.0,0.0,0.0,0.0,0.0
motogp,0.0,0.0,231.0,0.0,0.0,0.0,0.0
unworthy,0.0,0.0,231.0,0.0,0.0,0.0,0.0
no correlation,0.0,0.0,231.0,0.0,0.0,0.0,0.0
pacific,0.0,0.0,230.0,141.0,6311.0,0.0,0.0
confindustria,0.0,0.0,230.0,0.0,0.0,0.0,0.0
north east,0.0,0.0,293.0,0.0,0.0,0.0,0.0
he proclaims,0.0,0.0,229.0,0.0,0.0,0.0,0.0
renunciation,0.0,0.0,229.0,0.0,0.0,67.0,0.0
democratic party,0.0,0.0,228.0,0.0,0.0,0.0,0.0
network,0.0,0.0,228.0,2493.0,27853.0,4588.0,0.0
fictional,0.0,0.0,227.0,0.0,0.0,0.0,0.0
omnipotence,0.0,0.0,227.0,0.0,0.0,0.0,0.0
olympic games,0.0,0.0,227.0,0.0,0.0,0.0,0.0
demon,0.0,0.0,361.0,0.0,3156.0,241.0,66.0
wickedness,0.0,0.0,226.0,0.0,0.0,0.0,0.0
triesta,0.0,0.0,225.0,0.0,0.0,0.0,0.0
ciglione,0.0,0.0,225.0,0.0,0.0,0.0,0.0
outlet,0.0,0.0,225.0,0.0,9277.0,67.0,0.0
belpietro,0.0,0.0,225.0,0.0,0.0,0.0,0.0
mummer,0.0,0.0,224.0,0.0,0.0,0.0,0.0
trim,0.0,0.0,224.0,0.0,0.0,0.0,0.0
gianni,0.0,0.0,224.0,0.0,0.0,0.0,0.0
gasparro,0.0,0.0,224.0,0.0,0.0,0.0,0.0
energodar,0.0,0.0,223.0,0.0,3160.0,123.0,36.0
loyal,0.0,0.0,223.0,0.0,0.0,0.0,0.0
standwithukraina,0.0,0.0,221.0,0.0,0.0,0.0,0.0
guys,0.0,0.0,221.0,724.0,0.0,1566.0,1006.0
wakes up,0.0,0.0,221.0,0.0,0.0,0.0,0.0
nazis,0.0,0.0,386.0,1908.0,0.0,0.0,193.0
at the same time,0.0,0.0,220.0,0.0,0.0,0.0,0.0
petrocello,0.0,0.0,220.0,0.0,0.0,0.0,0.0
stopthewarnow,0.0,0.0,220.0,0.0,0.0,0.0,0.0
inn,0.0,0.0,219.0,0.0,0.0,0.0,0.0
vivaputin,0.0,0.0,219.0,0.0,0.0,0.0,0.0
lagarde,0.0,0.0,219.0,0.0,0.0,0.0,0.0
italianinews,0.0,0.0,219.0,0.0,0.0,0.0,0.0
renault,0.0,0.0,218.0,94.0,1329.0,286.0,34.0
sadefence,0.0,0.0,218.0,0.0,0.0,0.0,0.0
m.giarolo,0.0,0.0,218.0,0.0,0.0,0.0,0.0
biolabs,0.0,0.0,218.0,335.0,0.0,0.0,0.0
orient,0.0,0.0,218.0,0.0,0.0,0.0,0.0
i disturb,0.0,0.0,218.0,0.0,0.0,0.0,0.0
arabic,0.0,0.0,218.0,0.0,0.0,0.0,0.0
fans,0.0,0.0,323.0,0.0,0.0,0.0,0.0
entire,0.0,0.0,217.0,0.0,0.0,93.0,0.0
virologists,0.0,0.0,217.0,0.0,0.0,0.0,0.0
russia/,0.0,0.0,217.0,0.0,0.0,0.0,0.0
fazio,0.0,0.0,216.0,0.0,0.0,0.0,0.0
crud,0.0,0.0,216.0,0.0,0.0,0.0,0.0
edit,0.0,0.0,216.0,0.0,1901.0,0.0,0.0
principal,0.0,0.0,282.0,0.0,747.0,0.0,0.0
anti-fascism,0.0,0.0,215.0,0.0,0.0,0.0,0.0
talk show,0.0,0.0,215.0,492.0,0.0,0.0,0.0
coca,0.0,0.0,215.0,0.0,1550.0,0.0,59.0
february 25th,0.0,0.0,215.0,0.0,0.0,0.0,0.0
gabriello,0.0,0.0,214.0,0.0,0.0,0.0,0.0
flanker,0.0,0.0,214.0,0.0,0.0,0.0,0.0
theshold,0.0,0.0,214.0,0.0,0.0,0.0,0.0
caretaker,0.0,0.0,214.0,0.0,0.0,0.0,0.0
pax,0.0,0.0,213.0,0.0,0.0,0.0,0.0
they crawl,0.0,0.0,213.0,0.0,0.0,0.0,0.0
lariachetirala7,0.0,0.0,213.0,0.0,0.0,0.0,0.0
alpine,0.0,0.0,267.0,0.0,0.0,0.0,0.0
maximilian,0.0,0.0,212.0,0.0,0.0,0.0,0.0
bonds,0.0,0.0,212.0,0.0,0.0,0.0,22.0
vasciaveo,0.0,0.0,211.0,0.0,0.0,0.0,0.0
reset,0.0,0.0,211.0,138.0,2284.0,76.0,101.0
piero,0.0,0.0,211.0,0.0,0.0,0.0,0.0
pen seller,0.0,0.0,210.0,0.0,0.0,0.0,0.0
